Roll Number,Student ID,Name,Course,Email,Phone,Password
26032431048,26032431048,Harpreet Damera,BSC-IT,26032431048@gnu.ac.in,9876531007,student123
26032431049,26032431049,Mona Patha,BSC-IT,26032431049@gnu.ac.in,9876578616,student123
26032431050,26032431050,Anita Prasad,BSC-IT,26032431050@gnu.ac.in,9876560641,student123
26032431051,26032431051,Kiran Shah,BSC-IT,26032431051@gnu.ac.in,9876596464,student123
26032431052,26032431052,Shreya Maddala,BSC-IT,26032431052@gnu.ac.in,9876538669,student123
26032431053,26032431053,Kavita Chowdary,BSC-IT,26032431053@gnu.ac.in,9876533529,student123
26032431054,26032431054,Swati Rawat,BSC-IT,26032431054@gnu.ac.in,9876573603,student123
26032431055,26032431055,Aisha Dwivedi,BSC-IT,26032431055@gnu.ac.in,9876577203,student123
26032431056,26032431056,Nidhi Saladi,BSC-IT,26032431056@gnu.ac.in,9876551754,student123
26032431057,26032431057,Ishita Kandukuri,BSC-IT,26032431057@gnu.ac.in,9876564025,student123
26032431058,26032431058,Anita Pasupuleti,BSC-IT,26032431058@gnu.ac.in,9876572497,student123
26032431059,26032431059,Rashmi Palle,BSC-IT,26032431059@gnu.ac.in,9876590074,student123
26032431060,26032431060,Kiran Nallagondu,BSC-IT,26032431060@gnu.ac.in,9876561775,student123
26032440001,26032440001,Anika Sharma,BTECH-CSE,26032440001@gnu.ac.in,9876570958,student123
26032440002,26032440002,Kiran Joshi,BTECH-CSE,26032440002@gnu.ac.in,9876598567,student123
26032440003,26032440003,Varun Garg,BTECH-CSE,26032440003@gnu.ac.in,9876597929,student123
26032440004,26032440004,Ashish Tripathi,BTECH-CSE,26032440004@gnu.ac.in,9876529135,student123
26032440005,26032440005,Priya Trivedi,BTECH-CSE,26032440005@gnu.ac.in,9876519444,student123
26032440006,26032440006,Utkarsh Naidu,BTECH-CSE,26032440006@gnu.ac.in,9876521733,student123
26032440007,26032440007,Bhavna Shetty,BTECH-CSE,26032440007@gnu.ac.in,9876574320,student123
26032440008,26032440008,Aarti Chawla,BTECH-CSE,26032440008@gnu.ac.in,9876544500,student123
26032440009,26032440009,Jatin Kashyap,BTECH-CSE,26032440009@gnu.ac.in,9876563366,student123
26032440010,26032440010,Neha Mehta,BTECH-CSE,26032440010@gnu.ac.in,9876586691,student123
26032440011,26032440011,Saksham Tiwari,BTECH-CSE,26032440011@gnu.ac.in,9876553293,student123
26032440012,26032440012,Girish Pande,BTECH-CSE,26032440012@gnu.ac.in,9876579318,student123
26032440013,26032440013,Swati Kini,BTECH-CSE,26032440013@gnu.ac.in,9876579937,student123
26032440014,26032440014,Navya Shetty,BTECH-CSE,26032440014@gnu.ac.in,9876574956,student123
26032440015,26032440015,Shivam Shetty,BTECH-CSE,26032440015@gnu.ac.in,9876594913,student123
26032440016,26032440016,Riya Gupta,BTECH-CSE,26032440016@gnu.ac.in,9876523680,student123
26032440017,26032440017,Navya Gupta,BTECH-CSE,26032440017@gnu.ac.in,9876575445,student123
26032440018,26032440018,Nikhil Bhat,BTECH-CSE,26032440018@gnu.ac.in,9876554058,student123
26032440019,26032440019,Rashmi Jain,BTECH-CSE,26032440019@gnu.ac.in,9876556809,student123
26032440020,26032440020,Shreya Maurya,BTECH-CSE,26032440020@gnu.ac.in,9876545559,student123
26032440021,26032440021,Vijay Dave,BTECH-CSE,26032440021@gnu.ac.in,9876514547,student123
26032440022,26032440022,Deepak Reddy,BTECH-CSE,26032440022@gnu.ac.in,9876578853,student123
26032440023,26032440023,Aakash Chaturvedi,BTECH-CSE,26032440023@gnu.ac.in,9876517987,student123
26032440024,26032440024,Vikram Sinha,BTECH-CSE,26032440024@gnu.ac.in,9876557964,student123
26032440025,26032440025,Vikram Iyer,BTECH-CSE,26032440025@gnu.ac.in,9876560695,student123
26032440026,26032440026,Ritu Sharma,BTECH-CSE,26032440026@gnu.ac.in,9876510345,student123
26032440027,26032440027,Nikhil Naidu,BTECH-CSE,26032440027@gnu.ac.in,9876573206,student123
26032440028,26032440028,Suresh Joshi,BTECH-CSE,26032440028@gnu.ac.in,9876561350,student123
26032440029,26032440029,Kapil Shukla,BTECH-CSE,26032440029@gnu.ac.in,9876580874,student123
26032440030,26032440030,Karan Shetty,BTECH-CSE,26032440030@gnu.ac.in,9876578306,student123
26032440031,26032440031,Riya Yadav,BTECH-CSE,26032440031@gnu.ac.in,9876572798,student123
26032440032,26032440032,Rekha Mahajan,BTECH-CSE,26032440032@gnu.ac.in,9876593240,student123
26032440033,26032440033,Meera Pandey,BTECH-CSE,26032440033@gnu.ac.in,9876538426,student123
26032440034,26032440034,Nikita Singh,BTECH-CSE,26032440034@gnu.ac.in,9876596901,student123
26032440035,26032440035,Seema Acharya,BTECH-CSE,26032440035@gnu.ac.in,9876564327,student123
26032440036,26032440036,Avni Dubey,BTECH-CSE,26032440036@gnu.ac.in,9876578239,student123
26032440037,26032440037,Kavita Acharya,BTECH-CSE,26032440037@gnu.ac.in,9876545903,student123
26032440038,26032440038,Deepak Rawat,BTECH-CSE,26032440038@gnu.ac.in,9876531774,student123
26032440039,26032440039,Manoj Thakur,BTECH-CSE,26032440039@gnu.ac.in,9876512888,student123
26032440040,26032440040,Harsh Karnad,BTECH-CSE,26032440040@gnu.ac.in,9876591704,student123
26032440041,26032440041,Harish Karnad,BTECH-CSE,26032440041@gnu.ac.in,9876523664,student123
26032440042,26032440042,Shweta Mahajan,BTECH-CSE,26032440042@gnu.ac.in,9876525440,student123
26032440043,26032440043,Arjun Karnad,BTECH-CSE,26032440043@gnu.ac.in,9876513059,student123
26032440044,26032440044,Vikram Chaturvedi,BTECH-CSE,26032440044@gnu.ac.in,9876555433,student123
26032440045,26032440045,Pooja Patel,BTECH-CSE,26032440045@gnu.ac.in,9876565005,student123
26032440046,26032440046,Kamala Iyer,BTECH-CSE,26032440046@gnu.ac.in,9876535678,student123
26032440047,26032440047,Harish Dave,BTECH-CSE,26032440047@gnu.ac.in,9876585358,student123
26032440048,26032440048,Shivam Joshi,BTECH-CSE,26032440048@gnu.ac.in,9876539521,student123
26032440049,26032440049,Ashish Thakur,BTECH-CSE,26032440049@gnu.ac.in,9876512120,student123
26032440050,26032440050,Suresh Garg,BTECH-CSE,26032440050@gnu.ac.in,9876555599,student123
26032440051,26032440051,Rohit Agarwal,BTECH-CSE,26032440051@gnu.ac.in,9876548186,student123
26032440052,26032440052,Rashmi Rao,BTECH-CSE,26032440052@gnu.ac.in,9876563426,student123
26032440053,26032440053,Siddharth Acharya,BTECH-CSE,26032440053@gnu.ac.in,9876511422,student123
26032440054,26032440054,Sneha Sharma,BTECH-CSE,26032440054@gnu.ac.in,9876546565,student123
26032440055,26032440055,Sonia Patel,BTECH-CSE,26032440055@gnu.ac.in,9876525861,student123
26032440056,26032440056,Geeta Krishnan,BTECH-CSE,26032440056@gnu.ac.in,9876573727,student123
26032440057,26032440057,Aadhya Shukla,BTECH-CSE,26032440057@gnu.ac.in,9876560538,student123
26032440058,26032440058,Savita Chaturvedi,BTECH-CSE,26032440058@gnu.ac.in,9876543123,student123
26032440059,26032440059,Rahul Singh,BTECH-CSE,26032440059@gnu.ac.in,9876511808,student123
26032439001,26032439001,Anika Iyer,BTECH-IT,26032439001@gnu.ac.in,9876537726,student123
26032439002,26032439002,Ritu Gupta,BTECH-IT,26032439002@gnu.ac.in,9876592389,student123
26032439003,26032439003,Gurpreet Chaturvedi,BTECH-IT,26032439003@gnu.ac.in,9876561803,student123
26032439004,26032439004,Basanti Joshi,BTECH-IT,26032439004@gnu.ac.in,9876569899,student123
26032439005,26032439005,Asha Nair,BTECH-IT,26032439005@gnu.ac.in,9876565437,student123
26032439006,26032439006,Ashish Krishnan,BTECH-IT,26032439006@gnu.ac.in,9876569554,student123
26032439007,26032439007,Gurpreet Choudhary,BTECH-IT,26032439007@gnu.ac.in,9876529741,student123
26032439008,26032439008,Geeta Jain,BTECH-IT,26032439008@gnu.ac.in,9876529759,student123
26032439009,26032439009,Kamala Pandey,BTECH-IT,26032439009@gnu.ac.in,9876519529,student123
26032439010,26032439010,Priyanka Thakur,BTECH-IT,26032439010@gnu.ac.in,9876590285,student123
26032439011,26032439011,Varun Desai,BTECH-IT,26032439011@gnu.ac.in,9876546899,student123
26032439012,26032439012,Laxmi Nayak,BTECH-IT,26032439012@gnu.ac.in,9876520050,student123
26032439013,26032439013,Asha Agarwal,BTECH-IT,26032439013@gnu.ac.in,9876524819,student123
26032439014,26032439014,Swati Singh,BTECH-IT,26032439014@gnu.ac.in,9876579197,student123
26032439015,26032439015,Vishal Menon,BTECH-IT,26032439015@gnu.ac.in,9876588137,student123
26032439016,26032439016,Sonia Dubey,BTECH-IT,26032439016@gnu.ac.in,9876580388,student123
26032439017,26032439017,Basanti Menon,BTECH-IT,26032439017@gnu.ac.in,9876522965,student123
26032439018,26032439018,Nisha Reddy,BTECH-IT,26032439018@gnu.ac.in,9876522835,student123
26032439019,26032439019,Navya Prasad,BTECH-IT,26032439019@gnu.ac.in,9876594653,student123
26032439020,26032439020,Karan Agarwal,BTECH-IT,26032439020@gnu.ac.in,9876536250,student123
26032439021,26032439021,Rashmi Bhat,BTECH-IT,26032439021@gnu.ac.in,9876523410,student123
26032439022,26032439022,Madhuri Pai,BTECH-IT,26032439022@gnu.ac.in,9876546421,student123
26032439023,26032439023,Ritu Mahajan,BTECH-IT,26032439023@gnu.ac.in,9876527427,student123
26032439024,26032439024,Bhavna Singh,BTECH-IT,26032439024@gnu.ac.in,9876524446,student123
26032439025,26032439025,Navya Maurya,BTECH-IT,26032439025@gnu.ac.in,9876560567,student123
26032439026,26032439026,Anika Singh,BTECH-IT,26032439026@gnu.ac.in,9876562599,student123
26032439027,26032439027,Savita Upadhyay,BTECH-IT,26032439027@gnu.ac.in,9876543229,student123
26032439028,26032439028,Bhavna Kini,BTECH-IT,26032439028@gnu.ac.in,9876583434,student123
26032439029,26032439029,Yash Sharma,BTECH-IT,26032439029@gnu.ac.in,9876578446,student123
26032439030,26032439030,Sunita Pai,BTECH-IT,26032439030@gnu.ac.in,9876515046,student123
26032439031,26032439031,Aarti Shukla,BTECH-IT,26032439031@gnu.ac.in,9876558256,student123
26032439032,26032439032,Meera Shah,BTECH-IT,26032439032@gnu.ac.in,9876528725,student123
26032439033,26032439033,Yash Pandey,BTECH-IT,26032439033@gnu.ac.in,9876511462,student123
26032439034,26032439034,Harish Krishnan,BTECH-IT,26032439034@gnu.ac.in,9876523482,student123
26032439035,26032439035,Kavita Dave,BTECH-IT,26032439035@gnu.ac.in,9876548248,student123
26032439036,26032439036,Rajesh Reddy,BTECH-IT,26032439036@gnu.ac.in,9876542144,student123
26032439037,26032439037,Seema Sinha,BTECH-IT,26032439037@gnu.ac.in,9876593628,student123
26032439038,26032439038,Asha Kumar,BTECH-IT,26032439038@gnu.ac.in,9876553771,student123
26032439039,26032439039,Manpreet Reddy,BTECH-IT,26032439039@gnu.ac.in,9876538631,student123
26032439040,26032439040,Nikhil Desai,BTECH-IT,26032439040@gnu.ac.in,9876520588,student123
26032439041,26032439041,Pooja Dubey,BTECH-IT,26032439041@gnu.ac.in,9876541047,student123
26032439042,26032439042,Yamuna Pande,BTECH-IT,26032439042@gnu.ac.in,9876544290,student123
26032439043,26032439043,Jatin Bhat,BTECH-IT,26032439043@gnu.ac.in,9876579487,student123
26032439044,26032439044,Nisha Patel,BTECH-IT,26032439044@gnu.ac.in,9876548341,student123
26032439045,26032439045,Seema Naidu,BTECH-IT,26032439045@gnu.ac.in,9876514537,student123
26032439046,26032439046,Anjali Tiwari,BTECH-IT,26032439046@gnu.ac.in,9876551682,student123
26032439047,26032439047,Nidhi Dwivedi,BTECH-IT,26032439047@gnu.ac.in,9876526595,student123
26032439048,26032439048,Ishita Chaturvedi,BTECH-IT,26032439048@gnu.ac.in,9876555971,student123
26032439049,26032439049,Shreya Menon,BTECH-IT,26032439049@gnu.ac.in,9876525836,student123
26032439050,26032439050,Akash Kumar,BTECH-IT,26032439050@gnu.ac.in,9876515363,student123
26032439051,26032439051,Vikram Garg,BTECH-IT,26032439051@gnu.ac.in,9876595901,student123
26032439052,26032439052,Mona Gupta,BTECH-IT,26032439052@gnu.ac.in,9876548859,student123
26032439053,26032439053,Rohit Naidu,BTECH-IT,26032439053@gnu.ac.in,9876563821,student123
26032439054,26032439054,Seema Trivedi,BTECH-IT,26032439054@gnu.ac.in,9876523015,student123
26032439055,26032439055,Ravina Iyer,BTECH-IT,26032439055@gnu.ac.in,9876593032,student123
26032439056,26032439056,Rashmi Yadav,BTECH-IT,26032439056@gnu.ac.in,9876553978,student123
26032439057,26032439057,Aadhya Dave,BTECH-IT,26032439057@gnu.ac.in,9876524771,student123
26032439058,26032439058,Ankit Gupta,BTECH-IT,26032439058@gnu.ac.in,9876513393,student123
26032439059,26032439059,Kiran Rawat,BTECH-IT,26032439059@gnu.ac.in,9876514079,student123
26032434001,26032434001,Varun Mehta,MCA,26032434001@gnu.ac.in,9876541174,student123
26032434002,26032434002,Kavita Singh,MCA,26032434002@gnu.ac.in,9876531523,student123
26032434003,26032434003,Manoj Patlola,MCA,26032434003@gnu.ac.in,9876578975,student123
26032434004,26032434004,Asha Kashyap,MCA,26032434004@gnu.ac.in,9876542840,student123
26032434005,26032434005,Deepak Choudhary,MCA,26032434005@gnu.ac.in,9876525554,student123
26032434006,26032434006,Ishita Kandukuri,MCA,26032434006@gnu.ac.in,9876544008,student123
26032434007,26032434007,Yamuna Rao,MCA,26032434007@gnu.ac.in,9876584742,student123
26032434008,26032434008,Deepak Sinha,MCA,26032434008@gnu.ac.in,9876568151,student123
26032434009,26032434009,Deepak Sinha,MCA,26032434009@gnu.ac.in,9876565678,student123
26032434010,26032434010,Rahul Sana,MCA,26032434010@gnu.ac.in,9876558960,student123
26032434011,26032434011,Siddharth Iyer,MCA,26032434011@gnu.ac.in,9876531778,student123
26032434012,26032434012,Ramesh Iyer,MCA,26032434012@gnu.ac.in,9876581492,student123
26032434013,26032434013,Monika Jain,MCA,26032434013@gnu.ac.in,9876552555,student123
26032434014,26032434014,Ratan Arjun,MCA,26032434014@gnu.ac.in,9876519518,student123
26032434015,26032434015,Vijay Raimendru,MCA,26032434015@gnu.ac.in,9876536180,student123
26032434016,26032434016,Geeta Sangem,MCA,26032434016@gnu.ac.in,9876511662,student123
26032434017,26032434017,Ravi Polu,MCA,26032434017@gnu.ac.in,9876582436,student123
26032434018,26032434018,Nikita Mannem,MCA,26032434018@gnu.ac.in,9876550799,student123
26032434019,26032434019,Girish Pachava,MCA,26032434019@gnu.ac.in,9876543042,student123
26032434020,26032434020,Myra Rawat,MCA,26032434020@gnu.ac.in,9876537866,student123
26032434021,26032434021,Ravi Chowdary,MCA,26032434021@gnu.ac.in,9876588630,student123
26032434022,26032434022,Aadhya Pothuganti,MCA,26032434022@gnu.ac.in,9876586599,student123
26032434023,26032434023,Kiran Kuncharapu,MCA,26032434023@gnu.ac.in,9876545075,student123
26032434024,26032434024,Gaurav Palle,MCA,26032434024@gnu.ac.in,9876573056,student123
26032434025,26032434025,Varun Tiwari,MCA,26032434025@gnu.ac.in,9876540429,student123
26032434026,26032434026,Nikhil Raimendru,MCA,26032434026@gnu.ac.in,9876595659,student123
26032434027,26032434027,Sanjay Rachamalla,MCA,26032434027@gnu.ac.in,9876515855,student123
26032434028,26032434028,Parth Agarwal,MCA,26032434028@gnu.ac.in,9876556423,student123
26032434029,26032434029,Laxmi Raimendru,MCA,26032434029@gnu.ac.in,9876527702,student123
26032434030,26032434030,Ritu Penmetsa,MCA,26032434030@gnu.ac.in,9876593311,student123
26032434031,26032434031,Kamala Menon,MCA,26032434031@gnu.ac.in,9876539558,student123
26032434032,26032434032,Sneha Pothuganti,MCA,26032434032@gnu.ac.in,9876547524,student123
26032434033,26032434033,Durga Shetty,MCA,26032434033@gnu.ac.in,9876546016,student123
26032434034,26032434034,Ganga Patel,MCA,26032434034@gnu.ac.in,9876517790,student123
26032434035,26032434035,Geeta Pyla,MCA,26032434035@gnu.ac.in,9876569750,student123
26032434036,26032434036,Kiran Allu,MCA,26032434036@gnu.ac.in,9876549109,student123
26032434037,26032434037,Priya Kashyap,MCA,26032434037@gnu.ac.in,9876567796,student123
26032434038,26032434038,Ritu Karnad,MCA,26032434038@gnu.ac.in,9876552977,student123
26032434039,26032434039,Shreya Pothuganti,MCA,26032434039@gnu.ac.in,9876529838,student123
26032434040,26032434040,Divya Karnad,MCA,26032434040@gnu.ac.in,9876588932,student123
26032434041,26032434041,Nikita Penmetsa,MCA,26032434041@gnu.ac.in,9876524961,student123
26032434042,26032434042,Mona Iyer,MCA,26032434042@gnu.ac.in,9876581592,student123
26032434043,26032434043,Simran Joshi,MCA,26032434043@gnu.ac.in,9876515616,student123
26032434044,26032434044,Pooja Paltu,MCA,26032434044@gnu.ac.in,9876525733,student123
26032434045,26032434045,Pooja Rao,MCA,26032434045@gnu.ac.in,9876528654,student123
26032434046,26032434046,Durga Bhat,MCA,26032434046@gnu.ac.in,9876525654,student123
26032434047,26032434047,Madhuri Bhat,MCA,26032434047@gnu.ac.in,9876537166,student123
26032434048,26032434048,Geeta Prasad,MCA,26032434048@gnu.ac.in,9876564967,student123
26032434049,26032434049,Ravina Arjun,MCA,26032434049@gnu.ac.in,9876534386,student123
26032434050,26032434050,Anita Repaka,MCA,26032434050@gnu.ac.in,9876519235,student123
26032434051,26032434051,Simran Saladi,MCA,26032434051@gnu.ac.in,9876527008,student123
26032434052,26032434052,Avni Bhasin,MCA,26032434052@gnu.ac.in,9876598451,student123
26032434053,26032434053,Riya Kaveti,MCA,26032434053@gnu.ac.in,9876584089,student123
26032434054,26032434054,Harpreet Manda,MCA,26032434054@gnu.ac.in,9876586329,student123
26032434055,26032434055,Anika Nuka,MCA,26032434055@gnu.ac.in,9876597367,student123
26032434056,26032434056,Monika Pachava,MCA,26032434056@gnu.ac.in,9876536433,student123
26032434057,26032434057,Ishita Singam,MCA,26032434057@gnu.ac.in,9876547634,student123
26032434058,26032434058,Sarita Prasad,MCA,26032434058@gnu.ac.in,9876579352,student123
26032434059,26032434059,Harpreet Yadav,MCA,26032434059@gnu.ac.in,9876554172,student123
26032434060,26032434060,Rashmi Palle,MCA,26032434060@gnu.ac.in,9876564346,student123
26032438001,26032438001,Amit Rawat,MSC-AIML,26032438001@gnu.ac.in,9876560974,student123
26032438002,26032438002,Manpreet Nayak,MSC-AIML,26032438002@gnu.ac.in,9876583573,student123
26032438003,26032438003,Anjali Bharadwaj,MSC-AIML,26032438003@gnu.ac.in,9876530369,student123
26032438004,26032438004,Basanti Nayak,MSC-AIML,26032438004@gnu.ac.in,9876576960,student123
26032438005,26032438005,Ananya Choudhary,MSC-AIML,26032438005@gnu.ac.in,9876541544,student123
26032438006,26032438006,Riya Patel,MSC-AIML,26032438006@gnu.ac.in,9876539127,student123
26032438007,26032438007,Aarti Chaturvedi,MSC-AIML,26032438007@gnu.ac.in,9876515001,student123
26032438008,26032438008,Gaurav Gupta,MSC-AIML,26032438008@gnu.ac.in,9876524834,student123
26032438009,26032438009,Laxmi Acharya,MSC-AIML,26032438009@gnu.ac.in,9876515805,student123
26032438010,26032438010,Saksham Prasad,MSC-AIML,26032438010@gnu.ac.in,9876599085,student123
26032438011,26032438011,Mayank Mishra,MSC-AIML,26032438011@gnu.ac.in,9876542862,student123
26032438012,26032438012,Nilesh Holla,MSC-AIML,26032438012@gnu.ac.in,9876541978,student123
26032438013,26032438013,Vijay Chauhan,MSC-AIML,26032438013@gnu.ac.in,9876526378,student123
26032438014,26032438014,Rekha Shukla,MSC-AIML,26032438014@gnu.ac.in,9876571783,student123
26032438015,26032438015,Ashish Desai,MSC-AIML,26032438015@gnu.ac.in,9876597191,student123
26032438016,26032438016,Yamuna Nair,MSC-AIML,26032438016@gnu.ac.in,9876514317,student123
26032438017,26032438017,Ravina Kini,MSC-AIML,26032438017@gnu.ac.in,9876581542,student123
26032438018,26032438018,Geeta Shah,MSC-AIML,26032438018@gnu.ac.in,9876565044,student123
26032438019,26032438019,Nikhil Sinha,MSC-AIML,26032438019@gnu.ac.in,9876516218,student123
26032438020,26032438020,Deepika Mahajan,MSC-AIML,26032438020@gnu.ac.in,9876525026,student123
26032438021,26032438021,Rajesh Dwivedi,MSC-AIML,26032438021@gnu.ac.in,9876547409,student123
26032438022,26032438022,Myra Jain,MSC-AIML,26032438022@gnu.ac.in,9876514733,student123
26032438023,26032438023,Ravina Iyer,MSC-AIML,26032438023@gnu.ac.in,9876526780,student123
26032438024,26032438024,Simran Yadav,MSC-AIML,26032438024@gnu.ac.in,9876543718,student123
26032438025,26032438025,Nisha Kumar,MSC-AIML,26032438025@gnu.ac.in,9876556662,student123
26032438026,26032438026,Utkarsh Holla,MSC-AIML,26032438026@gnu.ac.in,9876529139,student123
26032438027,26032438027,Avni Gupta,MSC-AIML,26032438027@gnu.ac.in,9876583503,student123
26032438028,26032438028,Saksham Nayak,MSC-AIML,26032438028@gnu.ac.in,9876536796,student123
26032438029,26032438029,Monika Singh,MSC-AIML,26032438029@gnu.ac.in,9876526693,student123
26032438030,26032438030,Rohit Prasad,MSC-AIML,26032438030@gnu.ac.in,9876558685,student123
26032438031,26032438031,Vishal Rao,MSC-AIML,26032438031@gnu.ac.in,9876528478,student123
26032438032,26032438032,Anika Patel,MSC-AIML,26032438032@gnu.ac.in,9876593681,student123
26032438033,26032438033,Navya Bharadwaj,MSC-AIML,26032438033@gnu.ac.in,9876589084,student123
26032438034,26032438034,Nisha Tiwari,MSC-AIML,26032438034@gnu.ac.in,9876593370,student123
26032438035,26032438035,Nikita Dwivedi,MSC-AIML,26032438035@gnu.ac.in,9876562559,student123
26032438036,26032438036,Harpreet Khandelwal,MSC-AIML,26032438036@gnu.ac.in,9876591782,student123
26032438037,26032438037,Ritu Thakur,MSC-AIML,26032438037@gnu.ac.in,9876593392,student123
26032438038,26032438038,Sunita Chauhan,MSC-AIML,26032438038@gnu.ac.in,9876582265,student123
26032438039,26032438039,Vishal Pande,MSC-AIML,26032438039@gnu.ac.in,9876582552,student123
26032438040,26032438040,Shubham Maurya,MSC-AIML,26032438040@gnu.ac.in,9876543428,student123
26032438041,26032438041,Shreya Trivedi,MSC-AIML,26032438041@gnu.ac.in,9876515905,student123
26032438042,26032438042,Riya Naidu,MSC-AIML,26032438042@gnu.ac.in,9876514073,student123
26032438043,26032438043,Priyanka Hegde,MSC-AIML,26032438043@gnu.ac.in,9876585167,student123
26032438044,26032438044,Shreya Tripathi,MSC-AIML,26032438044@gnu.ac.in,9876518675,student123
26032438045,26032438045,Divya Shukla,MSC-AIML,26032438045@gnu.ac.in,9876571515,student123
26032438046,26032438046,Avni Trivedi,MSC-AIML,26032438046@gnu.ac.in,9876579964,student123
26032438047,26032438047,Bhavna Jain,MSC-AIML,26032438047@gnu.ac.in,9876524560,student123
26032438048,26032438048,Harsh Joshi,MSC-AIML,26032438048@gnu.ac.in,9876529798,student123
26032438049,26032438049,Richa Choudhary,MSC-AIML,26032438049@gnu.ac.in,9876522410,student123
26032438050,26032438050,Rishabh Garg,MSC-AIML,26032438050@gnu.ac.in,9876554623,student123
26032438051,26032438051,Harsh Rawat,MSC-AIML,26032438051@gnu.ac.in,9876592889,student123
26032438052,26032438052,Gurpreet Rawat,MSC-AIML,26032438052@gnu.ac.in,9876545250,student123
26032438053,26032438053,Simran Verma,MSC-AIML,26032438053@gnu.ac.in,9876527848,student123
26032438054,26032438054,Harsh Acharya,MSC-AIML,26032438054@gnu.ac.in,9876552132,student123
26032438055,26032438055,Rashmi Acharya,MSC-AIML,26032438055@gnu.ac.in,9876573125,student123
26032438056,26032438056,Ananya Verma,MSC-AIML,26032438056@gnu.ac.in,9876584213,student123
26032438057,26032438057,Savita Chauhan,MSC-AIML,26032438057@gnu.ac.in,9876546426,student123
26032438058,26032438058,Priyanka Prasad,MSC-AIML,26032438058@gnu.ac.in,9876531473,student123
26032438059,26032438059,Nikita Holla,MSC-AIML,26032438059@gnu.ac.in,9876519626,student123
26032438060,26032438060,Kiran Yadav,MSC-AIML,26032438060@gnu.ac.in,9876526209,student123
26032437001,26032437001,Sanjay Bhat,MSC-CYBER,26032437001@gnu.ac.in,9876526880,student123
26032437002,26032437002,Anika Hegde,MSC-CYBER,26032437002@gnu.ac.in,9876529520,student123
26032437003,26032437003,Harish Holla,MSC-CYBER,26032437003@gnu.ac.in,9876528266,student123
26032437004,26032437004,Asha Garg,MSC-CYBER,26032437004@gnu.ac.in,9876579010,student123
26032437005,26032437005,Rajesh Khandelwal,MSC-CYBER,26032437005@gnu.ac.in,9876532380,student123
26032437006,26032437006,Anika Singh,MSC-CYBER,26032437006@gnu.ac.in,9876546355,student123
26032437007,26032437007,Kamala Agarwal,MSC-CYBER,26032437007@gnu.ac.in,9876519091,student123
26032437008,26032437008,Simran Chawla,MSC-CYBER,26032437008@gnu.ac.in,9876536476,student123
26032437009,26032437009,Deepika Shetty,MSC-CYBER,26032437009@gnu.ac.in,9876590756,student123
26032437010,26032437010,Manpreet Shetty,MSC-CYBER,26032437010@gnu.ac.in,9876576943,student123
26032437011,26032437011,Shubham Patel,MSC-CYBER,26032437011@gnu.ac.in,9876519459,student123
26032437012,26032437012,Neha Mishra,MSC-CYBER,26032437012@gnu.ac.in,9876527410,student123
26032437013,26032437013,Vikram Chaturvedi,MSC-CYBER,26032437013@gnu.ac.in,9876582291,student123
26032437014,26032437014,Suresh Karnad,MSC-CYBER,26032437014@gnu.ac.in,9876514176,student123
26032437015,26032437015,Myra Karnad,MSC-CYBER,26032437015@gnu.ac.in,9876579583,student123
26032437016,26032437016,Rashmi Nayak,MSC-CYBER,26032437016@gnu.ac.in,9876583672,student123
26032437017,26032437017,Kavita Trivedi,MSC-CYBER,26032437017@gnu.ac.in,9876535537,student123
26032437018,26032437018,Nikhil Bhat,MSC-CYBER,26032437018@gnu.ac.in,9876583363,student123
26032437019,26032437019,Harsh Shukla,MSC-CYBER,26032437019@gnu.ac.in,9876510217,student123
26032437020,26032437020,Ritu Singh,MSC-CYBER,26032437020@gnu.ac.in,9876513882,student123
26032437021,26032437021,Yash Karnad,MSC-CYBER,26032437021@gnu.ac.in,9876538808,student123
26032437022,26032437022,Sneha Nair,MSC-CYBER,26032437022@gnu.ac.in,9876574400,student123
26032437023,26032437023,Anika Pai,MSC-CYBER,26032437023@gnu.ac.in,9876542508,student123
26032437024,26032437024,Kshitij Singh,MSC-CYBER,26032437024@gnu.ac.in,9876521645,student123
26032437025,26032437025,Rekha Nayak,MSC-CYBER,26032437025@gnu.ac.in,9876558263,student123
26032437026,26032437026,Pooja Mahajan,MSC-CYBER,26032437026@gnu.ac.in,9876525298,student123
26032437027,26032437027,Utkarsh Prasad,MSC-CYBER,26032437027@gnu.ac.in,9876553632,student123
26032437028,26032437028,Priya Shah,MSC-CYBER,26032437028@gnu.ac.in,9876547067,student123
26032437029,26032437029,Rashmi Karnad,MSC-CYBER,26032437029@gnu.ac.in,9876598142,student123
26032437030,26032437030,Avni Mahajan,MSC-CYBER,26032437030@gnu.ac.in,9876540403,student123
26032437031,26032437031,Kiran Gupta,MSC-CYBER,26032437031@gnu.ac.in,9876557975,student123
26032437032,26032437032,Deepika Dwivedi,MSC-CYBER,26032437032@gnu.ac.in,9876579854,student123
26032437033,26032437033,Rajesh Tiwari,MSC-CYBER,26032437033@gnu.ac.in,9876528640,student123
26032437034,26032437034,Yamuna Singh,MSC-CYBER,26032437034@gnu.ac.in,9876586881,student123
26032437035,26032437035,Sarita Kumar,MSC-CYBER,26032437035@gnu.ac.in,9876542192,student123
26032437036,26032437036,Ravina Hegde,MSC-CYBER,26032437036@gnu.ac.in,9876529045,student123
